PLEDGE_ID,DONOR_ID,DONOR_TYPE,DONOR_FACULTY,DATE_PLEDGED,TOTAL_PLEDGE_AMT,AMOUNT_PAID_TO_DATE,REMAINING_BALANCE,PLEDGE_ALLOCATION_ID,ALLOCATION_DEPARTMENT,ALLOCATION_PURPOSE,SCHEDULED_PAYMENT_DATE,SCHEDULED_PAYMENT_AMOUNT,SCHEDULED_PAYMENT_STATUS
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20271201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280101,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280301,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280401,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280501,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280601,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280701,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280801,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20280901,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20281001,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20281101,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20281201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290101,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290301,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290401,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290501,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290601,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290701,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290801,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20290901,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20291001,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20291101,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20291201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20300101,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20300201,5,U
313651,715037,Alumni,Engineering,3/26/2025,300,5,295,A110A,Engineering,Academic Divisions,20300301,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250326,5,P
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250501,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250601,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250701,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250801,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20250901,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20251001,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20251101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20251201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260301,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260401,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260501,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260601,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260701,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260801,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20260901,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20261001,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20261101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20261201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270301,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270401,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270501,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270601,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270701,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270801,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20270901,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20271001,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20271101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20271201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280301,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280401,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280501,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280601,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280701,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280801,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20280901,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20281001,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20281101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20281201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290301,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290401,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290501,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290601,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290701,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290801,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20290901,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20291001,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20291101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20291201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20300101,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20300201,5,U
313653,715037,Alumni,Engineering,3/26/2025,300,5,295,A102A,Engineering,Academic Divisions,20300301,5,U
313721,848403,Corporation,Unknown,3/21/2025,1000000,1000000,0,R5410A,Health Sciences,Research,20250324,1000000,P
313722,848403,Corporation,Unknown,3/21/2025,500000,500000,0,R5409A,Health Sciences,Research,20250324,500000,P
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250320,40,P
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250420,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250520,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250620,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250720,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250820,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20250920,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20251020,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20251120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20251220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260320,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260420,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260520,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260620,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260720,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260820,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20260920,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20261020,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20261120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20261220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270320,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270420,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270520,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270620,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270720,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270820,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20270920,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20271020,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20271120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20271220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280320,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280420,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280520,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280620,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280720,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280820,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20280920,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20281020,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20281120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20281220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290320,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290420,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290520,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290620,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290720,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290820,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20290920,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20291020,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20291120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20291220,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20300120,40,U
314001,1557,Alumni,Social Sciences,3/14/2025,2400,40,2360,U999A,Advancement Operations,Unrestricted,20300220,40,U
314037,563597,Individual,Unknown,3/12/2025,3000,1000,2000,S5406A,Health Sciences,Scholarships & Bursaries,20250320,1000,P
314037,563597,Individual,Unknown,3/12/2025,3000,1000,2000,S5406A,Health Sciences,Scholarships & Bursaries,20260601,1000,U
314037,563597,Individual,Unknown,3/12/2025,3000,1000,2000,S5406A,Health Sciences,Scholarships & Bursaries,20270601,1000,U
314038,563597,Individual,Unknown,3/7/2025,3000,1000,2000,S5407A,Student Development,Scholarships & Bursaries,20250307,1000,P
314038,563597,Individual,Unknown,3/7/2025,3000,1000,2000,S5407A,Student Development,Scholarships & Bursaries,20260401,1000,U
314038,563597,Individual,Unknown,3/7/2025,3000,1000,2000,S5407A,Student Development,Scholarships & Bursaries,20270401,1000,U
314039,64401,Alumni,Social Sciences,3/11/2025,21676.5,0,21676.5,S4486A,Health Sciences,Scholarships & Bursaries,20251001,5000,U
314039,64401,Alumni,Social Sciences,3/11/2025,21676.5,0,21676.5,S4486A,Health Sciences,Scholarships & Bursaries,20261001,5000,U
314039,64401,Alumni,Social Sciences,3/11/2025,21676.5,0,21676.5,S4486A,Health Sciences,Scholarships & Bursaries,20271001,5000,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250309,200,P
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250409,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250509,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250609,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250709,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250809,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20250909,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20251009,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20251109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20251209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260309,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260409,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260509,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260609,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260709,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260809,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20260909,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20261009,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20261109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20261209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270309,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270409,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270509,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270609,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270709,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270809,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20270909,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20271009,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20271109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20271209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280209,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280309,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280409,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280509,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280609,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280709,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280809,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20280909,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20281009,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20281109,200,U
314080,596969,Individual,Unknown,3/9/2025,12000,200,11800,S5117A,Student Development,Scholarships & Bursaries,20281209,200,U
